水泥品种,水泥强度,粉煤灰种类-依据地区,混凝土级配,水灰比,水泥用量（kg/m3）,粉煤灰掺量（%）,砂率,减水剂种类,减水剂掺量（%）,引气剂种类,引气剂掺量（%）,混凝土温度,R7（已整合）
3,52.5,3,2,0.45,258,64,43,3,0.7,2,1,9.7,19
3,52.5,15,3,0.45,181,45,30,10,0.7,2,0.5,6,19
3,42.5,18,1,0.48,204,88,39,10,0.6,1,1,11.5,19
3,42.5,15,2,0.45,210,90,43,5,0.8,1,0.8,9,19
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,6.7,19.1
3,52.5,17,3,0.45,167,56,29,10,0.7,2,0.6,13.3,19.1
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,8.2,19.1
3,52.5,18,2,0.45,222,56,35,10,0.7,2,0.5,13,19.1
3,52.5,3,2,0.45,217,54,35,10,0.7,2,0.5,13,19.1
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.7,13,19.1
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,10,19.1
3,52.5,1,3,0.45,178,44,30,10,0.7,2,0.7,6.5,19.2
3,52.5,17,2,0.45,217,54,34,10,0.6,2,0.5,11,19.2
3,52.5,17,2,0.45,217,54,34,10,0.6,2,0.5,12,19.2
3,52.5,16,2,0.45,217,54,34,10,0.6,2,0.6,12.5,19.2
3,52.5,18,2,0.45,244,61,42,3,0.6,2,0.6,13,19.2
3,52.5,18,2,0.45,184,79,36,10,0.7,2,0.75,14.5,19.2
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.7,6.3,19.2
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.7,9.2,19.2
3,52.5,17,3,0.45,178,44,29,10,0.6,2,0.6,7,19.2
3,52.5,17,3,0.45,178,44,29,10,0.6,2,0.6,9,19.2
3,52.5,7,2,0.45,258,64,43,3,0.6,2,0.4,15,19.2
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,11,19.2
3,52.5,15,2,0.45,222,56,35,10,0.7,2,0.5,5,19.2
3,42.5,15,2,0.45,258,64,43,3,0.6,2,0.6,15,19.2
3,42.5,15,1,0.45,256,64,38,10,0.6,1,0.8,9,19.2
2,32.5,0,2,0.48,300,0,36,4,0.6,1,2.3,24.2,19.2
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.5,12,19.2
3,52.5,13,3,0.45,183,46,31,10,0.6,2,0.7,14.7,19.3
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,7,19.3
3,52.5,16,1,0.49,251,63,46,3,0.6,2,0.6,10,19.3
3,52.5,18,3,0.45,171,43,29,10,0.6,2,0.6,12.9,19.3
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.6,8.5,19.3
3,52.5,3,3,0.45,181,45,30,10,0.7,2,0.5,10.2,19.3
3,52.5,3,2,0.45,222,56,35,10,0.7,2,0.5,7,19.3
3,42.5,17,2,0.45,229,57,33,4,0.6,1,3,6.5,19.3
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,11,19.3
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,16,19.3
3,42.5,17,2,0.45,236,59,33,4,0.6,1,1.5,13,19.3
3,42.5,15,2,0.48,230,58,43,5,0.8,1,1.6,7,19.3
3,42.5,15,3,0.45,188,47,28,10,0.6,1,2,10,19.3
3,42.5,15,2,0.45,246,61,34,10,0.6,1,1.4,10,19.3
3,52.5,3,2,0.45,219,55,36,10,0.7,2,0.7,6.1,19.4
3,52.5,3,2,0.45,222,56,35,10,0.7,2,0.5,3.5,19.4
3,42.5,18,3,0.48,147,63,33,2,0.6,1,2.3,18,19.4
3,42.5,15,3,0.48,146,63,30,10,0.6,1,1.1,16,19.4
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,6,19.4
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,9,19.4
3,42.5,15,2,0.48,230,58,43,5,0.8,1,1.1,7,19.4
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.6,15.6,19.5
3,52.5,11,3,0.45,178,44,30,10,0.7,2,0.7,7.2,19.5
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,6.4,19.5
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,8,19.5
3,52.5,17,3,0.45,178,44,29,10,0.6,2,0.6,7.5,19.5
3,52.5,17,2,0.4,256,64,33,10,0.7,2,0.65,11,19.5
3,52.5,7,2,0.45,258,64,43,3,0.7,2,1,12,19.5
3,52.5,3,2,0.45,217,54,35,10,0.7,2,0.5,7.6,19.5
3,42.5,15,2,0.45,222,56,33,10,0.6,2,0.55,5,19.5
3,42.5,15,1,0.48,209,89,50,10,0.6,1,0.6,10,19.5
3,52.5,13,3,0.45,181,45,30,10,0.7,2,0.7,18,19.6
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,6.2,19.6
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.6,15.8,19.6
3,52.5,7,2,0.45,217,54,34,10,0.6,2,0.5,13.5,19.6
3,52.5,17,3,0.45,171,43,29,10,0.6,2,0.6,8.2,19.6
3,52.5,16,2,0.45,184,79,36,10,0.7,2,0.7,16.7,19.6
3,52.5,17,4,0.45,160,40,25,10,0.5,2,0.8,8.6,19.6
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,6,19.6
3,42.5,17,2,0.45,215,54,33,4,0.6,1,2,13,19.6
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,13,19.6
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,7.5,19.6
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.4,11,19.6
1,42.5,18,2,0.45,240,60,43,5,0.8,1,1.6,6,19.6
3,52.5,17,3,0.45,167,56,29,10,0.7,2,0.6,12.5,19.7
3,52.5,3,3,0.45,189,47,31,10,0.5,2,0.7,13.1,19.7
3,52.5,16,2,0.45,244,61,42,3,0.6,2,0.6,10.4,19.7
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.8,11.7,19.7
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,4.9,19.7
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,11.2,19.7
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.1,15,19.7
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,9.3,19.8
3,52.5,1,3,0.45,189,47,31,10,0.5,2,0.7,5.5,19.8
3,52.5,16,3,0.45,190,48,29,10,0.6,2,0.8,10,19.8
3,52.5,3,2,0.45,258,64,43,3,0.6,2,0.3,13.3,19.8
3,52.5,3,1,0.45,247,62,40,10,0.7,2,0.5,6.7,19.8
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.2,9,19.8
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,11,19.8
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.4,7,19.8
3,42.5,15,2,0.45,245,61,43,5,0.8,1,1.2,15,19.8
2,42.5,15,2,0.45,140,60,35,10,0.6,1,1.4,7.5,19.8
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,10,19.8
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,7,19.8
3,52.5,13,3,0.45,162,25,31,10,0.7,2,0.7,12,19.9
3,52.5,3,2,0.45,222,56,35,10,0.7,2,0.5,10.1,19.9
3,52.5,17,2,0.45,217,54,34,10,0.6,2,0.6,9.7,19.9
3,52.5,17,3,0.45,174,44,28,10,0.6,2,0.5,5.3,19.9
3,52.5,17,2,0.45,224,56,34,10,0.6,2,0.6,13,19.9
3,52.5,15,1,0.45,247,62,40,10,0.7,2,0.5,5,19.9
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,12,19.9
3,42.5,15,2,0.45,246,61,34,10,0.6,1,1.4,14.2,19.9
3,52.5,13,3,0.45,162,25,31,10,0.7,2,0.7,10,20
3,52.5,17,3,0.45,167,56,29,10,0.7,2,0.6,11.5,20
3,52.5,1,3,0.45,189,47,31,10,0.5,2,0.7,6.5,20
3,52.5,17,3,0.45,174,44,29,10,0.6,2,0.6,12.5,20
3,52.5,3,3,0.45,183,46,30,10,0.7,2,0.7,5.7,20
3,52.5,7,1,0.45,251,63,41,10,0.7,2,0.7,9.9,20
3,52.5,16,3,0.45,183,46,29,10,0.6,2,1,8.3,20
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,7.6,20
3,52.5,17,2,0.45,244,61,42,3,0.6,2,0.6,6.9,20
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.7,11,20
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.5,10,20
1,42.5,18,3,0.45,169,42,28,4,0.8,1,2,8,20
3,42.5,15,1,0.41,273,68,37,10,0.5,1,1,13.4,20
3,42.5,15,3,0.45,231,58,40,5,0.8,1,0.9,7,20
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,6,20
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.6,10,20.1
3,52.5,17,2,0.45,217,54,34,10,0.6,2,0.6,12.1,20.1
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,8.2,20.1
3,52.5,17,3,0.45,183,46,29,10,0.6,2,0.8,9.7,20.1
3,52.5,7,1,0.45,247,62,40,10,0.7,2,0.5,12,20.1
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.7,7.1,20.1
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.3,20,20.1
3,42.5,15,2,0.45,231,58,34,10,0.6,1,1.5,11,20.1
3,52.5,14,3,0.45,182,20,30,10,0.6,2,0.8,6,20.2
3,52.5,3,3,0.45,189,47,31,10,0.5,2,0.7,3.9,20.2
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.8,13,20.2
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.6,6,20.2
3,42.5,15,3,0.45,181,45,28,10,0.6,1,2,11,20.2
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,7,20.2
3,52.5,13,3,0.45,178,20,31,10,0.6,2,0.8,5.9,20.3
3,52.5,17,3,0.45,167,56,29,10,0.7,2,0.6,11.5,20.3
3,52.5,17,3,0.45,174,44,29,10,0.6,2,0.6,9.8,20.3
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,6.7,20.3
3,52.5,7,1,0.45,247,62,40,10,0.7,2,0.5,7.6,20.3
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.6,7.5,20.3
3,42.5,15,2,0.48,230,58,44,5,0.8,1,1,8,20.3
3,52.5,11,2,0.45,213,53,36,10,0.7,2,0.7,9.4,20.4
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,7,20.4
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,5,20.4
3,52.5,7,1,0.45,251,63,41,10,0.7,2,0.7,5,20.4
3,52.5,16,2,0.45,222,56,34,10,0.6,2,0.8,10.5,20.4
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,15,20.4
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.4,11,20.4
3,42.5,15,2,0.45,240,60,35,10,0.6,1,1.8,12,20.4
3,52.5,8,3,0.45,178,20,30,10,0.7,2,0.5,9.2,20.5
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,7.2,20.5
3,52.5,7,1,0.45,247,62,40,10,0.7,2,0.5,9.3,20.5
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.3,9,20.5
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.5,6.5,20.5
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.3,14,20.5
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.1,14,20.5
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,9,20.5
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,7,20.5
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,7,20.5
3,52.5,13,3,0.45,176,44,31,10,0.6,2,0.8,7.5,20.6
3,52.5,17,2,0.45,198,66,34,10,0.7,2,0.5,13,20.6
3,52.5,3,3,0.45,181,45,30,10,0.7,2,0.5,11.1,20.6
3,52.5,18,2,0.45,258,64,45,7,0.6,2,0.1,11,20.6
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,14.3,20.6
3,52.5,3,2,0.45,256,64,43,3,0.6,2,0.3,12.5,20.6
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1,14,20.6
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,9,20.6
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.6,12.1,20.6
3,52.5,10,3,0.45,187,47,30,10,0.7,2,1,11.5,20.7
3,52.5,7,2,0.45,213,53,36,10,0.7,2,0.7,7,20.7
3,52.5,16,2,0.45,184,79,36,10,0.7,2,0.6,16.5,20.7
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.8,8.6,20.7
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.5,8,20.7
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.3,10,20.7
3,42.5,15,1,0.45,249,62,38,10,0.6,1,1,16,20.7
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.4,13,20.7
3,42.5,17,2,0.45,229,57,33,10,0.6,1,1.4,13,20.7
3,42.5,18,1,0.45,256,64,38,4,0.6,1,0.9,18,20.7
3,42.5,18,1,0.48,209,89,50,10,0.6,1,1,12,20.7
3,52.5,13,3,0.45,174,20,31,10,0.6,2,0.8,15.5,20.8
3,52.5,13,3,0.45,176,44,31,10,0.6,2,0.8,11,20.8
3,52.5,7,3,0.45,183,46,30,10,0.6,2,0.7,6.1,20.8
3,52.5,17,3,0.45,176,44,31,10,0.6,2,0.8,8,20.8
3,52.5,17,3,0.45,174,44,29,10,0.6,2,0.6,9,20.8
3,52.5,17,3,0.45,174,44,29,10,0.6,2,0.6,15.2,20.8
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,8.1,20.8
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,7.7,20.8
3,52.5,7,2,0.45,224,56,37,10,0.5,2,0.7,6.9,20.8
3,52.5,17,2,0.45,228,76,42,3,0.6,2,0.6,8,20.8
3,52.5,7,2,0.4,264,66,32,10,0.7,2,0.65,11,20.8
3,52.5,3,2,0.45,258,64,43,3,0.7,2,0.7,5,20.8
3,52.5,3,3,0.45,181,45,30,10,0.7,2,0.5,15,20.8
3,42.5,17,2,0.43,273,68,44,5,0.8,1,0.3,11,20.8
3,42.5,15,2,0.45,231,58,34,10,0.6,1,1.9,9,20.8
3,52.5,14,3,0.45,178,20,31,10,0.6,2,0.8,7.2,20.9
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.6,15,20.9
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,5.6,20.9
3,52.5,3,1,0.45,245,61,41,10,0.7,2,0.7,17,20.9
3,52.5,18,3,0.45,171,43,29,10,0.6,2,0.6,11.3,20.9
3,52.5,16,2,0.45,229,57,34,10,0.6,2,0.7,6.6,20.9
3,52.5,16,3,0.45,190,48,29,10,0.6,2,1.15,7,20.9
3,52.5,3,3,0.45,181,45,30,10,0.7,2,0.5,11,20.9
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.1,8,20.9
3,42.5,17,2,0.41,275,69,43,5,0.8,1,1.2,9,20.9
3,52.5,1,2,0.45,224,56,37,10,0.5,2,0.7,6.8,21
3,52.5,11,3,0.45,181,45,30,10,0.7,2,0.7,10.4,21
3,52.5,17,3,0.45,171,43,29,10,0.6,2,0.6,7,21
3,52.5,17,2,0.45,208,52,35,10,0.6,2,0.5,7.2,21
3,52.5,7,2,0.45,217,54,35,10,0.7,2,0.5,13.9,21
3,52.5,3,2,0.4,290,73,42,3,0.7,2,0.5,13,21
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,12,21
3,42.5,15,2,0.45,226,97,43,3,0.6,1,1,11,21
3,42.5,15,2,0.45,236,59,33,10,0.6,1,1.2,9,21
3,42.5,18,3,0.45,181,45,28,10,0.6,1,1.5,6,21
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,6.8,21
3,42.5,15,2,0.45,245,61,43,5,0.8,1,1,6,21
3,52.5,14,3,0.45,182,20,31,10,0.6,2,0.8,5.1,21.1
3,52.5,14,3,0.45,178,20,31,10,0.6,2,0.65,5.1,21.1
3,52.5,18,4,0.45,160,40,25,10,0.5,2,0.8,14.4,21.1
3,52.5,17,3,0.45,178,44,30,10,0.7,2,0.7,11.5,21.1
3,52.5,18,2,0.45,244,61,42,3,0.6,2,0.6,13.3,21.1
3,52.5,16,2,0.45,184,79,36,10,0.7,2,0.75,22.8,21.1
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,5.3,21.1
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.7,7.3,21.1
3,52.5,18,3,0.45,181,45,30,10,0.7,2,0.5,14,21.1
3,52.5,17,3,0.45,171,43,29,10,0.6,2,0.6,13,21.1
3,52.5,7,1,0.45,247,62,40,10,0.7,2,0.5,15,21.1
3,42.5,7,3,0.37,225,56,27,4,0.7,1,2.5,12.5,21.1
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,13,21.1
3,42.5,18,4,0.45,156,39,25,10,0.6,1,1.7,12,21.1
1,42.5,15,2,0.33,339,85,40,5,0.8,1,1.2,10,21.1
3,52.5,13,3,0.45,178,20,31,10,0.6,2,0.6,7.6,21.2
3,52.5,17,2,0.45,198,66,34,10,0.7,2,0.5,16,21.2
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.8,11.9,21.2
3,52.5,17,4,0.45,160,40,25,10,0.5,2,0.8,12,21.2
3,52.5,3,3,0.45,189,47,31,10,0.5,2,0.5,11,21.2
3,52.5,3,2,0.45,222,56,35,10,0.7,2,0.5,5,21.2
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,9,21.2
3,42.5,15,2,0.45,236,59,33,10,0.6,1,1.5,7,21.2
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.4,11,21.2
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.4,14,21.2
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,16,21.2
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,10,21.2
3,42.5,18,1,0.45,260,65,44,5,0.8,1,0.5,6,21.2
3,52.5,13,3,0.45,178,20,31,10,0.6,2,0.6,6.2,21.3
3,52.5,17,2,0.45,219,55,36,10,0.6,2,0.6,14,21.3
3,52.5,16,2,0.45,210,52,34,10,0.6,2,0.5,12.8,21.3
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,12.5,21.3
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,5.2,21.3
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.6,5,21.3
3,42.5,15,2,0.45,236,59,34,10,0.6,1,1.5,9,21.3
3,42.5,15,3,0.45,181,45,28,10,0.6,2,0.7,6,21.3
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.3,12,21.3
3,42.5,15,3,0.41,199,50,27,10,0.6,1,1.4,11,21.3
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,12.5,21.3
3,42.5,15,2,0.45,210,90,43,5,0.8,1,0.8,10,21.3
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.8,7,21.3
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.8,9,21.3
3,52.5,7,2,0.45,214,20,37,10,0.7,2,0.5,7.3,21.4
3,52.5,18,4,0.45,160,40,25,10,0.5,2,0.8,15.9,21.4
3,52.5,7,2,0.45,224,56,37,10,0.5,2,0.7,8.8,21.4
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,11.3,21.4
3,52.5,3,3,0.45,183,46,29,10,0.6,2,0.9,17.6,21.4
3,52.5,18,3,0.5,176,44,34,2,0.6,2,1.25,9.3,21.4
3,52.5,3,2,0.45,258,64,43,10,0.6,2,0.3,6,21.4
3,52.5,15,2,0.45,222,56,35,10,0.7,2,0.5,7,21.4
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.6,5,21.4
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.6,7.5,21.4
3,42.5,7,3,0.45,174,44,28,4,0.6,1,2,15,21.4
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.4,4,21.4
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.2,10,21.4
3,52.5,17,2,0.45,198,66,34,10,0.7,2,0.5,12,21.5
3,52.5,3,2,0.4,290,73,44,2,0.8,2,0.2,13,21.5
3,52.5,7,2,0.45,224,56,37,10,0.5,2,0.7,6.7,21.5
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,10,21.5
3,52.5,18,3,0.45,181,45,29,10,0.6,2,0.7,10,21.5
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.3,9,21.5
3,42.5,17,2,0.45,222,56,33,4,0.6,1,3,6,21.5
3,42.5,18,2,0.45,215,92,44,5,0.8,1,0.6,9.5,21.5
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,8,21.5
3,52.5,17,3,0.45,174,44,29,10,0.6,2,0.6,10,21.6
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.5,17.2,21.6
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,11,21.6
3,52.5,17,2,0.45,244,61,42,3,0.6,2,0.6,9.2,21.6
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,7.8,21.6
3,52.5,17,3,0.45,171,43,29,10,0.6,2,0.6,7.4,21.6
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.7,13,21.6
3,42.5,15,2,0.43,273,68,44,3,0.6,2,0.4,7,21.6
3,42.5,18,3,0.45,181,45,28,4,0.6,1,1,9,21.6
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.1,10,21.6
3,42.5,15,2,0.45,229,57,33,10,0.6,1,1,10,21.6
3,42.5,18,2,0.45,215,54,33,4,0.6,1,2.5,9,21.6
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.4,14,21.6
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.9,11,21.6
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.9,11,21.6
3,42.5,15,2,0.45,245,61,43,5,0.8,1,1,7,21.6
3,52.5,3,2,0.45,219,55,36,10,0.6,2,0.7,12.2,21.7
3,52.5,18,3,0.45,171,43,29,10,0.6,2,0.6,12.2,21.7
3,52.5,17,2,0.45,219,55,35,10,0.7,2,0.5,12,21.7
3,42.5,15,2,0.45,222,56,33,10,0.6,2,0.6,8,21.7
3,42.5,17,2,0.45,229,57,33,4,0.6,1,3,6,21.7
3,42.5,18,2,0.45,215,54,33,4,0.6,1,2.5,7.5,21.7
3,42.5,15,2,0.45,231,58,34,10,0.6,1,1.4,8.5,21.7
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,14.7,21.7
3,42.5,15,2,0.45,245,61,43,5,0.8,1,1.4,20,21.7
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,9.7,21.7
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,7,21.7
3,52.5,17,3,0.45,176,44,31,10,0.6,2,0.8,10,21.8
3,52.5,11,2,0.45,208,52,35,2,0.6,2,0.5,15,21.8
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,7.1,21.8
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.5,12,21.8
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,11,21.8
3,42.5,18,3,0.45,181,45,28,10,0.6,1,1.6,9,21.8
3,42.5,15,2,0.45,240,60,35,10,0.6,1,1.4,9,21.8
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,6,21.8
3,52.5,17,3,0.45,160,53,29,10,0.7,2,0.7,12,21.9
3,52.5,3,2,0.4,240,60,33,2,0.6,2,0.5,13.8,21.9
3,52.5,17,2,0.45,217,54,34,10,0.6,2,0.5,11,21.9
3,52.5,2,2,0.45,208,52,35,10,0.6,2,1,9.4,21.9
3,52.5,18,2,0.45,210,52,34,10,0.6,2,0.6,13.1,21.9
3,52.5,17,2,0.45,231,58,34,10,0.6,2,0.6,19.3,21.9
3,52.5,17,3,0.45,152,65,30,10,0.7,2,0.7,7.3,21.9
3,52.5,17,3,0.45,178,44,29,10,0.6,2,0.6,13.5,21.9
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,5.5,21.9
3,52.5,3,2,0.45,222,56,35,3,0.6,2,0.5,10.5,21.9
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,12,21.9
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.75,5,21.9
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.6,6,21.9
3,42.5,15,2,0.45,222,56,33,10,0.6,2,0.5,12,21.9
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,7,21.9
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.8,10,21.9
3,52.5,17,3,0.45,167,56,29,10,0.7,2,0.6,10.5,22
3,52.5,18,2,0.45,244,61,42,3,0.6,2,0.6,11.5,22
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.5,9.5,22
3,52.5,7,2,0.45,217,54,35,10,0.7,2,0.5,8.3,22
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.7,7.5,22
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.8,6.8,22
3,52.5,15,2,0.45,258,64,43,3,0.6,2,0.5,15,22
3,42.5,15,2,0.45,215,92,44,5,0.8,1,1.2,17,22
3,52.5,13,3,0.45,174,20,31,10,0.6,2,0.8,10,22.1
3,52.5,17,2,0.45,198,66,34,10,0.7,2,0.5,13.2,22.1
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.8,6.2,22.1
3,52.5,17,3,0.45,174,44,28,10,0.6,2,0.5,11.4,22.1
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.6,7.5,22.1
3,42.5,15,2,0.45,222,56,33,10,0.6,2,0.5,9,22.1
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,13,22.1
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1,10,22.1
3,42.5,15,2,0.45,252,63,43,3,0.6,1,0.8,5,22.1
3,42.5,17,2,0.45,222,56,33,4,0.6,1,1.5,11,22.1
3,42.5,15,2,0.45,240,60,35,10,0.6,1,1.4,5,22.1
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,10,22.1
3,52.5,13,3,0.45,162,25,31,10,0.7,2,0.7,7.2,22.2
3,52.5,17,2,0.45,217,54,34,10,0.6,2,0.5,12.8,22.2
3,52.5,3,3,0.45,183,46,29,10,0.6,2,0.9,16.3,22.2
3,52.5,18,3,0.45,181,45,30,10,0.7,2,0.5,14,22.2
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,18,22.2
3,52.5,15,2,0.45,215,54,33,10,0.6,1,1.4,10,22.2
3,42.5,15,3,0.45,150,64,30,10,0.6,1,1.6,7,22.2
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,10,22.2
3,52.5,18,3,0.45,178,44,29,10,0.6,2,0.6,6.3,22.3
3,52.5,7,3,0.45,189,47,31,10,0.5,2,0.7,6.2,22.3
3,52.5,7,1,0.45,247,62,40,10,0.7,2,0.5,13.9,22.3
3,52.5,7,2,0.45,226,56,36,10,0.7,2,0.5,18,22.3
3,52.5,3,2,0.4,272,68,33,10,0.7,2,0.65,7,22.3
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.5,9,22.3
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.1,10,22.3
