水泥品种,水泥强度,粉煤灰种类-依据地区,混凝土级配,水灰比,水泥用量（kg/m3）,粉煤灰掺量（%）,砂率,减水剂种类,减水剂掺量（%）,引气剂种类,引气剂掺量（%）,混凝土温度,R7（已整合）
3,52.5,14,3,0.45,178,20,31,10,0.6,2,0.8,5.8,26.4
3,52.5,18,4,0.45,160,40,25,10,0.5,2,0.8,12.3,26.4
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,8,26.4
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,5,26.4
3,52.5,2,2,0.45,166,89,35,7,0.6,2,0.75,4.6,26.5
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.6,14.5,26.5
1,42.5,15,2,0.33,301,75,33,5,0.8,1,2,10,26.5
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.7,12,26.5
3,52.5,13,2,0.35,293,20,34,10,0.6,2,0.6,5.5,26.6
3,52.5,11,3,0.45,181,45,30,10,0.7,2,0.5,11.4,26.6
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.5,10,26.6
3,42.5,15,3,0.45,181,45,28,10,0.6,2,0.6,6,26.6
3,42.5,17,2,0.41,248,83,42,5,0.8,1,0.4,8,26.6
3,52.5,7,3,0.45,189,47,31,10,0.5,2,0.7,6.2,26.7
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.8,9,26.7
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1,9,26.7
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.9,12,26.7
3,42.5,17,2,0.41,255,83,42,5,0.8,1,0.4,8,26.7
3,52.5,7,2,0.4,244,61,35,10,0.7,2,0.65,7.8,26.8
3,42.5,15,3,0.45,181,46,28,10,0.6,2,0.7,5.5,26.8
3,42.5,18,2,0.45,240,60,35,10,0.6,1,1.3,15,26.8
3,52.5,10,3,0.45,187,47,30,10,0.7,2,0.8,11,26.9
3,52.5,17,3,0.45,171,43,29,10,0.6,2,0.6,15.7,26.9
3,52.5,7,2,0.4,250,63,35,10,0.7,2,0.65,4.4,26.9
3,52.5,7,2,0.45,213,53.3,36,10,0.7,2,0.7,12.4,27
3,52.5,10,3,0.45,187,47,30,10,0.7,2,0.8,10.5,27
3,52.5,17,3,0.45,174,44,29,10,0.6,2,0.6,12.7,27
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.6,13.5,27.1
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.65,6,27.1
3,52.5,11,2,0.45,219,55,36,10,0.7,2,0.7,10.5,27.2
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.5,12,27.2
3,52.5,16,3,0.4,248,28,28,10,0.7,2,0.6,10.2,27.3
3,52.5,7,2,0.45,213,53,36,10,0.7,2,0.7,6,27.3
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.6,7,27.3
3,42.5,15,2,0.37,240,60,33,8,0.6,1,1.5,7.5,27.3
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.7,7,27.3
3,52.5,7,2,0.4,290,73,43,10,0.8,2,0.2,15.5,27.4
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,6,27.4
3,42.5,18,2,0.41,244,61,32,10,0.6,1,1.4,10,27.5
3,42.5,15,2,0.41,275,69,43,5,0.8,1,1.4,9,27.5
3,52.5,3,2,0.4,244,61,35,10,0.7,2,0.65,8,27.7
3,52.5,17,2,0.4,290,73,41,3,0.6,2,0.2,12.8,27.7
3,52.5,11,1,0.45,267,67,43,3,0.8,2,1,13.7,27.8
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1.2,7,27.8
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.7,7,27.8
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.9,10,27.9
3,52.5,17,2,0.4,290,73,44,10,0.8,2,0.2,9,28
3,52.5,7,2,0.4,244,61,35,10,0.7,2,0.65,16.3,28
3,42.5,15,2,0.45,252,63,43,3,0.6,1,0.8,6,28
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,13,28.1
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,6.7,28.1
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,10,28.1
1,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,8,28.1
3,52.5,17,3,0.45,178,44,30,10,0.7,2,0.7,8,28.3
3,52.5,7,2,0.4,250,63,35,10,0.7,2,0.65,4.7,28.3
3,52.5,17,2,0.35,331,83,40,3,0.6,2,0.6,11,28.3
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.6,14,28.3
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,3.3,28.4
3,42.5,15,2,0.45,252,63,43,3,0.6,1,1,10,28.4
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.2,10,28.4
3,42.5,18,2,0.45,215,54,33,4,0.6,1,2.5,9,28.4
3,42.5,18,1,0.41,273,68,37,10,0.6,1,0.8,14,28.5
3,52.5,17,2,0.45,219,55,35,10,0.7,2,0.5,14.5,28.6
3,52.5,15,1,0.4,320,80,28,10,0.7,2,0.25,12,28.6
3,42.5,15,2,0.4,264,66,32,10,0.6,2,0.65,14,28.6
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.4,7,28.6
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.7,12,28.6
3,52.5,11,3,0.45,178,44,30,10,0.7,2,0.7,10.5,28.7
1,42.5,18,2,0.33,288,72,32,5,0.8,1,3,8,28.7
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.8,12,28.7
3,52.5,17,2,0.45,219,55,36,10,0.6,2,0.6,10.5,28.8
3,42.5,15,2,0.45,222,56,33,10,0.6,2,0.6,7,28.8
3,42.5,18,2,0.41,254,63,33,10,0.6,1,1.4,14,28.9
3,42.5,15,3,0.5,129,69,30,10,0.6,1,2.7,10,28.9
3,52.5,11,2,0.4,290,73,43,2,0.8,2,0.2,7.7,29
3,42.5,15,2,0.41,252,63,32,10,0.6,2,0.5,8.5,29
3,52.5,3,2,0.45,219,55,36,10,0.7,2,0.7,16.4,29.1
3,52.5,7,2,0.4,290,73,42,3,0.7,2,0.5,11,29.1
3,42.5,17,1,0.37,335,84,42,5,0.8,1,1.5,12,29.2
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.65,11,29.3
3,42.5,15,1,0.4,350,88,51,6,0.5,2,0.2,5,29.3
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.6,13,29.4
3,42.5,15,2,0.41,236,59,32,10,0.6,1,1.3,17,29.4
2,42.5,6,1,0.43,297,84,40.5,1,1.9,0,0,25,29.4
3,52.5,13,2,0.35,293,20,34,10,0.6,2,0.5,13.8,29.5
3,52.5,7,2,0.4,204,51,35,10,0.7,2,0.65,9.9,29.5
3,52.5,17,1,0.35,327,82,37,10,0.7,2,0.65,13,29.5
3,52.5,15,2,0.4,290,73,42,3,0.7,2,0.5,13,29.5
3,42.5,15,2,0.41,236,59,32,10,0.6,1,1.3,16,29.5
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,13,29.5
3,42.5,15,2,0.45,225,75,43,5,0.8,1,1,20,29.5
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.8,16,29.5
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.8,14,29.6
3,52.5,1,3,0.4,210,53,29,10,0.7,2,0.65,10.9,29.8
3,52.5,11,3,0.45,183,46,30,10,0.7,2,0.7,11.3,29.8
3,42.5,15,2,0.45,264,47,34,10,0.6,1,1.4,13,29.8
3,52.5,15,2,0.4,290,73,43,3,0.7,2,0.5,11,29.9
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,9,30
3,42.5,15,2,0.41,271,68,42,5,0.8,1,0.8,8,30
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.6,10,30.1
3,42.5,18,2,0.45,245,61,43,5,0.8,1,0.5,6,30.1
3,42.5,18,2,0.37,314,78,43,5,0.8,1,0.5,16,30.2
3,42.5,15,3,0.4,190,48,28,5,0.8,1,0.8,6,30.2
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,14,30.3
3,52.5,11,2,0.3,323,81,34,2,0.6,2,0.35,4.9,30.4
3,52.5,17,3,0.4,204,51,29,10,0.7,2,0.65,8,30.5
3,52.5,18,3,0.4,239,27,28,10,0.7,2,0.6,13,30.5
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,7,30.5
3,42.5,18,1,0.41,273,68,37,10,0.6,1,0.8,12,30.6
3,42.5,17,2,0.41,275,69,43,5,0.8,1,0.6,9,30.6
3,42.5,18,2,0.43,279,93,48,6,0.6,1,0.8,10,30.7
3,42.5,18,1,0.41,273,68,37,10,0.6,1,1.8,13,30.7
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,10.9,30.8
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,8,30.8
3,42.5,17,1,0.37,335,84,42,5,0.8,1,1,16,30.8
3,52.5,7,3,0.4,210,53,29,10,0.7,2,0.65,3.1,30.9
3,52.5,17,3,0.4,202,51,28,10,0.7,2,0.5,11.5,30.9
3,42.5,15,1,0.41,273,68,37,10,0.6,2,0.4,15,30.9
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.4,14,30.9
3,42.5,15,2,0.41,285,71,44,5,0.8,1,1.2,14,30.9
3,52.5,13,2,0.35,293,20,34,10,0.6,2,0.6,10.6,31
3,52.5,7,1,0.38,337,37,40,10,0.7,2,0.5,14.1,31
3,52.5,4,2,0.38,306,76,41,3,0.6,2,0.55,10,31.3
3,52.5,17,2,0.35,277,69,32,10,0.6,2,0.5,16,31.3
3,52.5,11,3,0.45,178,44,30,10,0.7,2,0.7,10.7,31.3
3,52.5,7,2,0.4,290,73,42,3,0.7,2,0.5,13,31.3
3,42.5,18,2,0.41,244,61,35,5,0.8,1,1.3,8.6,31.3
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.4,8,31.3
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.5,8,31.4
3,52.5,17,3,0.4,239,27,28,10,0.7,2,0.6,9.2,31.5
3,52.5,14,2,0.35,293,20,34,10,0.6,2,0.6,8,31.8
3,52.5,7,2,0.45,213,53,36,10,0.7,2,0.7,15.1,31.8
3,42.5,15,2,0.4,230,58,34,5,0.8,1,1.3,7.5,31.9
2,32.5,0,2,0.48,300,0,36,4,0.6,1,2.3,19,32
3,42.5,17,1,0.41,261,65,34,5,0.6,3,1,32,32
3,52.5,7,3,0.45,189,47,31,10,0.5,2,0.7,6.1,32.2
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,16.4,32.3
3,52.5,3,1,0.35,334,83,39,10,0.7,2,0.6,13.5,32.3
3,42.5,18,2,0.41,244,61,32,10,0.6,1,1.4,14,32.3
3,52.5,15,2,0.3,384,96,39,3,0.6,2,0.6,13,32.4
3,42.5,15,3,0.33,301,75,33,5,0.8,1,1.5,14,32.4
3,42.5,15,3,0.4,200,50,28,5,0.8,1,1.4,10,32.4
3,52.5,14,2,0.35,302,20,34,10,0.6,2,0.7,6.2,32.5
3,52.5,4,2,0.38,307,76,41,3,0.6,2,0.35,23.8,32.6
3,52.5,7,2,0.37,337,15,40,3,0.6,2,0.3,12.6,32.7
3,52.5,16,2,0.3,323,81,34,10,0.6,2,0.4,7.9,32.7
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,16.4,32.7
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,15.6,32.7
3,52.5,14,2,0.35,293,20,34,10,0.6,2,0.65,6.9,32.8
3,52.5,7,3,0.3,293,73,27,10,0.7,2,0.5,15,32.8
3,52.5,3,2,0.4,290,73,41,3,0.6,2,0.25,21.5,32.9
3,42.5,15,2,0.33,301,75,33,5,0.8,1,1.5,15,33
3,42.5,18,2,0.43,273,68,44,5,0.8,1,0.6,20,33.1
3,52.5,7,2,0.35,293,73,34,10,0.7,2,0.6,11.6,33.4
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.7,6,33.4
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,16,33.4
3,52.5,7,2,0.35,293,73,34,10,0.7,2,0.7,8.3,33.5
3,52.5,17,2,0.35,277,69,32,10,0.6,2,0.5,11,33.6
3,52.5,7,2,0.36,331,83,40,10,0.7,2,0.2,9,33.6
3,42.5,17,2,0.41,248,83,42,5,0.8,1,0.8,9,33.6
3,52.5,3,2,0.3,323,81,35,10,0.6,2,0.4,6,33.7
3,52.5,3,2,0.3,384,96,39,3,0.6,2,0.6,6.5,33.7
3,42.5,15,2,0.45,209,69,33,5,0.8,1,1.4,14,33.7
3,52.5,15,2,0.42,282,70,43,3,0.6,2,0.6,12,33.8
3,52.5,15,2,0.42,282,70,43,3,0.6,2,0.6,10,33.8
3,52.5,17,2,0.35,277,69,32,10,0.6,2,0.5,12.5,34
3,52.5,11,2,0.4,290,73,44,2,0.8,2,0.2,11.1,34.1
3,42.5,18,2,0.37,253,63,32,5,0.8,1,1.7,10,34.1
3,42.5,15,2,0.4,230,58,34,5,0.8,1,1.7,15,34.2
3,52.5,18,2,0.3,384,96,45,7,0.6,2,0.2,8,34.3
3,52.5,3,1,0.35,334,83,39,10,0.7,2,0.6,14,34.3
3,52.5,11,2,0.3,375,42,34,2,0.7,2,0.6,7.8,34.6
3,52.5,11,2,0.45,219,55,36,10,0.7,2,0.7,13.1,34.6
3,52.5,18,2,0.3,286,71,33,7,0.6,2,1.8,8.1,34.6
3,52.5,11,2,0.35,293,73,34,10,0.7,2,0.6,13,34.7
3,52.5,3,1,0.35,334,83,39,10,0.7,2,0.6,14.3,34.8
3,52.5,3,2,0.3,384,96,39,3,0.6,2,0.6,9,34.9
3,52.5,15,2,0.3,384,96,39,3,0.6,2,0.6,14,34.9
3,52.5,15,2,0.4,290,73,42,3,0.7,2,0.5,11,34.9
3,42.5,18,2,0.43,279,93,48,6,0.6,1,0.7,14,35.1
3,42.5,15,2,0.41,294,74,44,5,0.8,1,1.8,10,35.1
3,52.5,7,2,0.35,286,71,34,10,0.7,2,0.6,6.3,35.2
3,42.5,15,2,0.41,265,66,42,5,0.8,1,0.8,12,35.2
3,52.5,18,2,0.3,294,73,34,7,0.5,2,0.7,8.8,35.3
3,52.5,3,2,0.35,293,73,34,10,0.7,2,0.6,12,35.3
3,52.5,3,2,0.4,290,73,42,3,0.7,2,0.5,10,35.5
3,52.5,11,2,0.3,286,71,33,7,0.6,2,0.7,7,35.6
3,52.5,18,2,0.3,286,71,33,7,0.6,2,0.7,10,35.6
3,52.5,3,2,0.3,384,96,39,3,0.6,2,0.6,10.9,35.6
3,52.5,15,2,0.3,384,96,39,3,0.6,2,0.6,10,35.8
3,42.5,18,2,0.43,273,68,44,4,0.8,1,1,20,35.8
2,42.5,6,1,0.46,271,90,40.4,1,6.6,0,0,25,35.9
3,52.5,11,2,0.3,286,71,33,7,0.6,2,0.7,7,36
3,52.5,7,2,0.35,293,73,34,10,0.7,2,0.6,17.7,36.1
3,52.5,7,3,0.35,247,62,28,10,0.7,2,0.6,14,36.1
3,42.5,15,2,0.35,256,64,33,8,0.6,2,1.5,14,36.1
3,52.5,12,2,0.3,354,89,33,10,0.7,2,0.6,11.3,36.2
3,52.5,18,2,0.3,286,71,35,7,0.7,2,0.7,8.4,36.2
3,42.5,15,2,0.4,230,58,34,5,0.8,1,1.3,7,36.2
3,42.5,15,2,0.35,256,64,33,8,0.6,2,1.5,14,36.4
3,42.5,15,2,0.33,259,65,32,8,0.6,1,3.5,7,36.5
3,52.5,3,1,0.36,349,87,42,3,0.7,2,0.2,5.5,36.6
3,52.5,15,2,0.3,299,74,33,8,0.6,2,0.7,8,36.9
3,42.5,18,2,0.37,244,61,32,5,0.8,1,1,13,36.9
3,52.5,7,2,0.35,286,71,34,10,0.7,2,0.6,9,37
3,52.5,18,2,0.3,286,71,33,7,0.6,2,1.6,8,37.1
3,42.5,15,3,0.33,250,62,27,5,0.8,1,2.5,7,37.1
3,52.5,3,2,0.37,337,60,40,3,0.6,2,0.3,22,37.3
3,52.5,17,1,0.35,406,45,45,10,0.7,2,0.2,17,37.3
3,52.5,7,2,0.35,293,73,34,10,0.7,2,0.6,9,37.3
3,42.5,18,2,0.33,301,75,33,5,0.8,1,3.2,11,37.4
3,52.5,11,2,0.3,323,81,35,2,0.6,2,0.65,5.3,37.5
3,52.5,7,2,0.35,293,73,34,10,0.7,2,0.6,12.8,37.6
3,52.5,7,3,0.3,277,69,27.4,10,0.7,2,0.5,12,37.6
3,52.5,15,2,0.3,384,96,39,3,0.6,2,0.6,15,37.6
3,52.5,11,2,0.3,286,71,33,7,0.6,2,0.7,13,37.7
3,52.5,3,2,0.3,384,96,39,3,0.6,2,0.6,15,37.7
3,42.5,15,3,0.37,216,54,29,5,0.8,1,1.4,7,37.7
3,42.5,15,3,0.37,216,54,29,5,0.8,1,1.4,5,37.8
3,42.5,15,3,0.33,250,62,27,5,0.8,1,2.5,10,38.1
3,42.5,15,2,0.33,347,87,40,5,0.8,1,0.8,7,38.1
3,52.5,16,2,0.3,323,81,34,10,0.7,2,0.45,15,38.2
3,52.5,18,2,0.3,286,71,33,7,0.6,2,0.7,9.9,38.2
3,52.5,7,1,0.35,391,43,45,10,0.7,2,0.2,12,38.2
3,42.5,18,1,0.33,332,83,37,5,0.8,1,2.3,15,38.2
3,42.5,15,2,0.4,230,58,34,5,0.8,1,2,11,38.2
3,42.5,15,3,0.37,216,54,29,5,0.8,1,1.4,8,38.3
3,52.5,14,2,0.35,293,20,34,10,0.6,2,0.6,11.3,38.4
3,42.5,15,2,0.33,259,65,32,8,0.6,2,1.6,8,38.4
3,52.5,7,2,0.35,293,73,34,10,0.7,2,0.6,14.5,38.6
3,52.5,18,2,0.3,286,71,35,7,0.6,2,0.5,6,38.9
3,52.5,16,2,0.3,375,42,34,10,0.8,2,0.4,6.7,39
3,42.5,15,3,0.33,221,55,27,8,0.6,1,3.2,7,39
3,42.5,15,2,0.33,288,72,32,10,0.6,1,2,13,39
3,52.5,11,2,0.3,323,81,34,2,0.6,2,0.5,8.7,39.3
3,52.5,3,2,0.3,375,42,33,10,0.6,2,0.4,6.5,39.3
3,52.5,16,2,0.3,286,71,33,7,0.8,2,1,14.8,39.6
3,52.5,3,2,0.3,384,96,39,3,0.6,2,0.6,12.4,39.9
3,52.5,14,2,0.35,293,20,34,10,0.6,2,0.6,9,40
3,42.5,17,1,0.37,335,84,42,5,0.8,1,0.7,16,40
3,52.5,1,2,0.35,293,73,34,10,0.7,2,0.6,13.1,40.2
3,52.5,18,2,0.3,286,71,33,7,0.6,2,0.7,7.7,40.3
3,52.5,3,2,0.3,384,96,39,3,0.6,2,0.6,10.9,40.3
3,52.5,11,2,0.3,375,42,34,2,0.7,2,0.6,8,40.5
3,52.5,18,2,0.3,286,71,33,7,0.6,2,0.85,11.6,40.5
3,52.5,16,2,0.3,323,81,34,10,0.8,2,0.45,4,40.7
3,42.5,15,3,0.33,250,62,27,5,0.8,1,2.5,7,41.2
3,52.5,7,2,0.31,432,48,38,3,0.8,2,0.2,12.7,41.4
3,52.5,18,1,0.35,391,43,45,10,0.7,2,0.2,14.5,41.4
3,42.5,17,2,0.33,269,67,32,8,0.6,1,2.5,8,41.6
3,42.5,18,2,0.33,288,72,32,5,0.8,1,1.3,14,41.6
3,52.5,18,2,0.3,435,48,45,7,0.6,2,0.2,9.9,41.7
3,52.5,16,2,0.3,375,42,34,10,0.8,2,0.4,5.5,41.8
3,52.5,7,2,0.35,286,71,34,10,0.7,2,0.6,18.5,41.8
3,52.5,11,2,0.3,384,96,45,7,0.6,2,0.2,9.4,42.1
3,52.5,11,1,0.36,349,87,42,3,0.7,2,0.2,14.1,42.3
3,52.5,11,2,0.3,286,71,33,7,0.6,2,0.85,13.3,42.4
3,52.5,11,2,0.3,323,81,33,2,0.6,2,0.6,10,42.5
3,52.5,11,2,0.3,286,71,33,7,0.6,2,0.5,8.7,42.7
3,52.5,11,2,0.3,286,71,33,7,0.6,2,1,10.9,42.7
3,52.5,3,2,0.3,384,96,39,3,0.6,2,0.6,13.5,42.7
3,42.5,15,3,0.33,250,62,27,5,0.8,1,1.8,7,43.2
3,52.5,18,2,0.3,286,71,33,7,0.6,2,0.7,8.9,43.4
3,52.5,7,3,0.3,277,69,27,10,0.7,2,0.5,11.4,43.4
3,52.5,11,2,0.35,293,73,34,10,0.7,2,0.6,12,43.6
3,42.5,15,2,0.33,269,67,32,8,0.6,1,3.2,6.5,43.6
3,52.5,2,2,0.3,286,71,33,7,0.8,2,1,7,43.8
3,52.5,3,2,0.3,323,81,34,2,0.6,2,0.5,6.2,43.9
3,52.5,16,2,0.3,286,71,33,7,0.6,2,0.7,13,43.9
3,52.5,18,2,0.3,435,48,45,7,0.6,2,0.2,2.1,43.9
3,42.5,15,3,0.33,221,55,27,8,0.6,1,2.8,6.5,44.2
3,52.5,18,2,0.3,323,81,34,2,0.7,2,1,7.6,44.4
3,52.5,11,2,0.3,339,38,33,7,0.6,2,0.6,12.9,44.5
3,52.5,17,3,0.32,265,66,28,10,0.8,2,0.4,4.7,44.9
3,42.5,15,2,0.33,347,87,40,5,0.8,1,0.8,18,45.1
3,52.5,18,2,0.3,384,96,45,7,0.6,2,0.2,3.1,45.3
3,52.5,7,2,0.33,398,44,39,3,0.65,2,0.3,9.7,45.6
3,42.5,15,3,0.33,250,62,27,5,0.8,1,2.5,9,45.7
3,52.5,18,2,0.3,384,96,45,7,0.6,2,0.3,8.1,45.9
3,52.5,7,1,0.31,450,50,40,3,0.8,2,0.2,12.4,45.9
3,42.5,15,2,0.33,347,87,40,5,0.8,1,0.8,11,45.9
3,52.5,16,2,0.3,375,42,34,10,0.8,2,0.4,10.4,46
3,52.5,18,2,0.3,323,81,34,10,0.7,2,0.5,8.7,46
3,52.5,11,2,0.3,286,71,34,7,1,2,3,13.7,46.4
3,42.5,15,3,0.33,221,55,27,8,0.6,1,2.7,7.5,46.4
3,52.5,11,2,0.3,286,71,35,7,0.6,2,0.85,14.5,46.5
3,42.5,7,2,0.33,259,65,32,8,0.6,1,1.5,7,46.6
3,42.5,15,1,0.33,344,86,38,5,0.8,1,1,17,46.9
3,52.5,7,1,0.31,450,50,40,3,0.8,2,0.2,9.8,47
3,42.5,18,2,0.33,279,70,32,5,0.8,1,3.6,13,47
3,52.5,2,2,0.3,339,38,33,7,0.8,2,0.8,8.5,47.3
3,52.5,11,2,0.3,294,73,34,7,0.5,2,0.6,9,48.2
3,52.5,4,2,0.3,390,43,33,10,0.9,2,0.55,12.5,48.6
3,42.5,15,2,0.33,269,67,32,8,0.6,1,2.3,10,48.6
3,52.5,2,2,0.3,339,38,33,7,0.8,2,0.8,16.5,49.1
3,52.5,11,2,0.3,286,71,33,7,0.6,2,0.7,11,49.2
3,52.5,18,2,0.3,286,71,33,7,0.6,2,0.7,8.5,49.3
3,52.5,2,2,0.3,286,71,33,7,0.6,2,0.7,8,49.6
3,52.5,11,2,0.3,286,71,33,7,0.6,2,0.7,11.9,49.9
3,52.5,7,2,0.31,433,48,38,3,0.8,2,0.2,8.5,51.4
3,52.5,11,2,0.3,286,71,33,7,0.8,2,1,11.5,51.5
3,52.5,7,2,0.33,410,45,42,3,0.7,2,0.5,14,52.3
3,52.5,16,2,0.3,384,96,44,7,0.6,2,0.2,15.6,52.6
2,42.5,15,3,0.4,180,60,32,5,0.8,1,1.4,13,52.8
3,52.5,16,2,0.3,286,71,33,7,0.8,2,1,10.6,53.1
3,52.5,11,2,0.3,286,71,33,7,0.8,2,0.7,15.2,54
1,42.5,18,3,0.45,167,42,29,5,0.8,1,1.4,3,7.7
1,42.5,15,3,0.5,129,69,30,10,0.6,1,3.5,6,9.2
1,42.5,15,2,0.45,240,60,35,10,0.6,1,1.8,16,9.7
1,42.5,15,2,0.45,240,60,35,10,0.6,1,1.5,8,9.8
1,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,7,10
1,42.5,18,3,0.45,175,44,29,5,0.8,1,1.8,12.5,10.1
1,42.5,15,2,0.45,240,60,35,10,0.6,1,1.8,16,10.4
1,42.5,15,3,0.45,181,45,18,10,0.6,1,1.5,7,10.9
1,42.5,15,3,0.45,180,60,30,5,0.8,1,3.1,7.5,11.3
1,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,9.1,11.3
1,42.5,18,2,0.41,244,61,35,5,0.8,1,2,11,11.5
1,42.5,15,2,0.45,231,71,36,5,0.8,1,2.3,7,11.6
3,52.5,3,2,0.45,184,79,36,10,0.7,2,0.75,10.6,11.7
1,42.5,15,2,0.41,263,66,32,5,0.8,1,1.3,10.7,11.7
1,42.5,15,2,0.45,240,60,43,10,0.6,1,1.8,16,11.8
1,42.5,15,2,0.48,183,98,43,5,0.8,1,1.2,12,11.8
1,42.5,15,3,0.45,181,45,28,10,0.6,1,1.7,7,11.9
1,42.5,15,2,0.45,222,56,33,10,0.6,1,1.5,9,11.9
1,42.5,15,2,0.45,240,60,35,10,0.6,1,1.7,5,11.9
1,42.5,18,2,0.41,244,61,35,5,0.8,1,1.2,8,12.1
1,42.5,15,3,0.45,180,60,32,5,0.8,1,1.5,11,12.3
1,42.5,18,2,0.45,203,51,34,5,0.8,1,1.2,9,12.6
1,42.5,15,3,0.45,188,47,28,10,0.6,1,1.6,6,12.7
3,42.5,15,3,0.48,150,64,30,10,0.6,1,1.9,15,12.7
3,52.5,3,2,0.45,224,56,34,10,0.6,2,0.6,9.8,12.8
3,52.5,15,2,0.45,229,57,35,10,0.6,2,0.6,8,13
1,42.5,18,2,0.45,203,51,33,5,0.8,1,2.1,6.5,13
1,42.5,18,2,0.45,203,51,34,5,0.8,1,1.6,9,13
1,42.5,18,3,0.45,167,42,29,5,0.8,1,2.1,5,13.1
1,42.5,18,2,0.45,222,56,33,10,0.6,1,1.3,8,13.1
1,42.5,15,3,0.45,181,45,28,10,0.6,1,1.8,8,13.2
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.6,14.3,13.3
1,42.5,15,3,0.45,181,45,28,10,0.6,1,1.8,7,13.3
3,52.5,16,3,0.45,159,68,30,10,0.5,2,0.95,10.6,13.4
3,52.5,16,1,0.45,242,60,40,10,0.7,2,0.5,12.4,13.4
1,42.5,18,2,0.41,244,61,35,5,0.8,1,1.3,14.5,13.4
1,42.5,15,2,0.45,222,56,33,10,0.6,1,1.5,8,13.4
1,42.5,15,1,0.45,258,64,39,10,0.6,1,1,8,13.4
1,42.5,15,3,0.45,180,60,30,5,0.8,1,2.6,6,13.4
1,42.5,15,2,0.45,222,56,33,10,0.6,1,1.4,7,13.4
3,52.5,12,4,0.5,112,35,25,10,0.6,2,0.8,4.1,13.5
1,42.5,15,2,0.45,213,71,36,5,0.8,1,1.4,3,13.5
1,42.5,15,2,0.45,240,60,35,10,0.6,1,1.5,13,13.5
1,42.5,18,2,0.41,234,59,34,5,0.8,1,1.3,8.7,13.6
1,42.5,15,3,0.45,181,45,28,10,0.6,1,1.6,8.5,13.6
1,42.5,15,2,0.45,222,56,33,10,0.6,1,2,6,13.6
1,42.5,15,2,0.45,213,71,36,5,0.8,1,1.3,11,13.7
2,42.5,6,1,0.68,177,93,43.9,9,2,0,0,25,13.7
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.6,10,13.8
1,42.5,15,2,0.45,240,60,35,10,0.6,1,1.5,12,13.8
3,52.5,3,3,0.45,152,65,30,10,0.7,2,0.75,13.7,13.9
3,42.5,15,3,0.48,150,64,30,10,0.6,1,1.6,14,13.9
3,52.5,17,2,0.45,263,66,45,10,0.7,2,0.3,14.8,14
3,52.5,3,3,0.45,181,45,30,10,0.7,2,0.5,15,14
