水泥品种,水泥强度,粉煤灰种类-依据地区,混凝土级配,水灰比,水泥用量（kg/m3）,粉煤灰掺量（%）,砂率,减水剂种类,减水剂掺量（%）,引气剂种类,引气剂掺量（%）,混凝土温度,R28（已整合）
1,42.5,15,3,0.45,181,45,28,10,0.6,1,1.7,7,36
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1,10.5,36
3,42.5,15,2,0.45,245,61,43,5,0.8,1,1,6,36
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,14,36
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1.2,17,36
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.8,11,36
3,42.5,17,2,0.45,225,75,43,5,0.8,1,1.2,9,36
3,42.5,17,2,0.43,279,93,48,6,0.6,1,0.6,12,36
3,42.5,17,2,0.41,261,65,34,5,0.6,3,2,29,36
3,52.5,13,3,0.45,178,20,31,10,0.6,2,0.8,9.8,36.1
3,52.5,18,4,0.45,160,40,25,10,0.5,2,0.8,6.4,36.1
3,52.5,3,3,0.45,185,46,30,10,0.6,2,0.65,6,36.1
3,52.5,18,3,0.45,190,48,30,10,0.5,2,0.8,12.7,36.1
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,5.2,36.1
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.4,11,36.1
3,52.5,15,3,0.45,215,54,33,10,0.6,1,1.4,19,36.1
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,4.5,36.1
3,42.5,15,3,0.45,181,45,28,10,0.6,2,0.7,10,36.1
3,42.5,15,2,0.45,222,56,33,10,0.6,2,0.7,8,36.1
3,42.5,15,2,0.45,222,56,33,10,0.6,1,0.9,12,36.1
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.2,15,36.1
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.2,10,36.1
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.3,11,36.1
3,42.5,15,2,0.45,226,97,43,3,0.6,1,0.8,10.5,36.1
3,42.5,15,2,0.48,168,72,35,10,0.6,1,1.2,14,36.1
1,42.5,15,2,0.45,211,53,33,5,0.8,1,1.2,7,36.1
3,42.5,15,3,0.41,199,50,27,10,0.6,1,1.3,12,36.1
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.4,13,36.1
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,12,36.1
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.4,12,36.1
3,42.5,18,2,0.45,245,61,43,5,0.8,1,0.3,12,36.1
3,42.5,18,2,0.45,222,56,33,10,0.6,1,1.3,12,36.1
3,42.5,18,1,0.45,249,62,38,10,0.6,1,0.8,11,36.1
3,42.5,18,2,0.45,222,56,33,10,0.6,1,1.4,11,36.1
3,42.5,18,2,0.45,215,54,33,10,0.6,1,1.5,6,36.1
3,42.5,15,2,0.45,215,92,44,5,0.8,1,1.2,17,36.1
1,42.5,18,3,0.45,174,44,29,5,0.8,1,1.8,6,36.1
3,42.5,15,3,0.45,188,47,28,10,0.6,1,1.9,14,36.1
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.8,15,36.1
1,42.5,15,3,0.45,188,47,28,10,0.6,1,1.8,10,36.1
1,42.5,15,2,0.45,240,60,35,10,0.6,1,1.7,12,36.1
3,42.5,15,3,0.4,200,50,29,5,0.8,1,1.4,5,36.1
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.8,16,36.1
3,52.5,13,3,0.45,176,44,31,10,0.6,2,0.8,11,36.2
3,52.5,17,3,0.45,178,44,29,10,0.6,2,0.6,13.5,36.2
3,52.5,7,1,0.45,247,62,40,10,0.7,2,0.5,13.9,36.2
3,52.5,16,2,0.45,213,91,42,3,0.6,2,0.6,9,36.2
3,52.5,3,2,0.45,222,56,35,10,0.7,2,0.5,5,36.2
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.4,7,36.2
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.6,7.5,36.2
3,42.5,15,2,0.45,258,64,43,3,0.6,2,0.6,15,36.2
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,7,36.2
3,42.5,15,2,0.45,222,56,33,10,0.6,2,0.6,14,36.2
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,14,36.2
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.65,8,36.2
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.5,7,36.2
3,42.5,15,4,0.45,156,39,25,10,0.6,1,1.3,12,36.2
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,13,36.2
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,9,36.2
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.1,10,36.2
3,42.5,18,3,0.48,158,40,30,4,0.7,1,2.5,13.5,36.2
3,42.5,18,2,0.48,196,49,35,4,0.7,1,1.5,13,36.2
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.2,5,36.2
3,42.5,18,2,0.45,231,58,33,3,0.6,1,2,13,36.2
3,42.5,15,2,0.45,252,63,43,3,0.6,1,0.9,10,36.2
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.4,15,36.2
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,10,36.2
3,42.5,18,3,0.45,174,44,28,4,0.6,1,3,10,36.2
3,42.5,18,2,0.45,207,89,43,5,0.8,1,1,12,36.2
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,11,36.2
3,42.5,18,2,0.45,231,58,34,10,0.6,1,1.4,9,36.2
1,42.5,18,2,0.45,203,51,34,5,0.8,1,1.8,6,36.2
3,42.5,18,2,0.45,245,61,43,5,0.8,1,1.3,8,36.2
1,42.5,15,2,0.45,222,56,33,10,0.6,1,2.2,9,36.2
1,42.5,15,3,0.45,181,45,28,10,0.7,1,1.7,7,36.2
1,42.5,15,2,0.45,240,60,35,10,0.6,1,1.4,4,36.2
3,42.5,15,2,0.4,230,58,34,5,0.8,1,1.3,6,36.2
1,42.5,15,2,0.43,279,93,48,6,0.6,1,1,7,36.2
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.4,9,36.2
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,20,36.2
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.4,9,36.2
3,42.5,15,2,0.45,210,90,43,5,0.8,1,1,7,36.2
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,8,36.2
3,42.5,15,2,0.45,209,69,33,5,0.8,1,1.4,7,36.2
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.4,11,36.2
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.8,8,36.2
3,42.5,17,2,0.45,230,77,43,5,0.8,1,0.8,14,36.2
3,42.5,15,2,0.45,210,90,43,5,0.8,1,0.8,12,36.2
3,42.5,15,2,0.45,210,90,43,5,0.8,1,0.8,9,36.2
3,42.5,15,2,0.41,275,69,43,5,0.8,1,0.8,9,36.2
3,42.5,15,2,0.45,240,60,35,5,0.6,1,1.4,15,36.2
3,42.5,17,2,0.45,245,61,43,5,0.8,3,0.6,30,36.2
3,52.5,16,2,0.38,255,64,35,10,0.6,2,0.4,7.2,36.3
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,9.3,36.3
3,52.5,11,3,0.45,174,44,28,2,0.6,2,0.5,14.8,36.3
3,52.5,11,3,0.5,157,39,29,2,0.6,2,0.8,10.6,36.3
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,6.9,36.3
3,52.5,17,4,0.45,160,40,25,10,0.5,2,0.8,12,36.3
3,52.5,17,1,0.41,273,68,37,4,0.6,1,3.5,12,36.3
3,42.5,15,4,0.45,156,39,25,10,0.6,1,3.5,10,36.3
3,42.5,15,2,0.43,279,93,48,6,0.6,2,0.3,11,36.3
3,42.5,18,2,0.45,215,54,33,4,0.6,1,3.8,7,36.3
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,9,36.3
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1,9,36.3
3,42.5,17,3,0.45,181,45,28,4,0.6,1,2.5,12,36.3
3,42.5,17,4,0.45,156,39,25,4,0.6,1,3,10,36.3
3,42.5,17,3,0.45,183,46,31,4,0.6,1,2.1,12,36.3
3,42.5,18,2,0.45,222,56,33,10,0.6,1,1.4,6,36.3
3,42.5,18,1,0.48,209,89,50,10,0.6,1,1,12,36.3
3,42.5,18,3,0.45,181,45,28,10,0.6,1,1.6,8,36.3
3,42.5,18,1,0.41,273,68,37,10,0.6,1,1.1,13,36.3
3,42.5,18,2,0.45,231,58,34,10,0.6,1,1.5,11,36.3
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.8,8,36.3
3,42.5,15,1,0.48,209,89,50,10,0.6,1,0.6,16,36.3
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.7,14,36.3
1,42.5,18,2,0.45,245,61,43,5,0.8,1,2,7,36.3
3,42.5,15,2,0.45,240,60,35,10,0.6,1,1.4,9,36.3
3,42.5,15,3,0.45,167,42,29,10,0.6,1,2.1,4.5,36.3
3,42.5,15,3,0.45,188,47,28,10,0.6,1,2,10,36.3
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1.1,8,36.3
3,42.5,15,2,0.4,230,58,34,5,0.8,1,3.8,11,36.3
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,16,36.3
3,42.5,15,3,0.45,169,57,28,5,0.8,1,1.4,18,36.3
3,42.5,17,2,0.45,222,56,33,10,0.6,1,1.4,8,36.3
3,42.5,17,2,0.45,222,56,33,10,0.6,1,1.4,7,36.3
3,42.5,17,3,0.45,175,58,29,10,0.6,1,1,7,36.3
3,42.5,15,2,0.45,210,90,43,5,0.8,1,1.2,14,36.3
3,42.5,17,2,0.41,271,68,42,5,0.8,3,0.6,30,36.3
3,42.5,17,2,0.41,261,65,34,5,0.6,3,1,30,36.3
3,52.5,7,2,0.45,213,53,36,10,0.7,2,0.7,6,36.4
3,52.5,17,2,0.45,198,66,34,10,0.7,2,0.5,12,36.4
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,14.9,36.4
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.5,17.2,36.4
3,52.5,18,3,0.45,174,44,28,7,0.6,2,1,10.7,36.4
3,52.5,7,2,0.45,224,56,37,10,0.5,2,0.7,8.8,36.4
3,52.5,11,2,0.45,219,55,36,10,0.7,2,0.7,13.8,36.4
3,52.5,18,3,0.5,157,39,28,2,0.6,2,1.35,14.1,36.4
3,52.5,17,2,0.45,225,75,41,3,0.6,2,0.6,8.5,36.4
3,52.5,18,3,0.45,181,45,29,10,0.6,2,0.7,10,36.4
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.4,14,36.4
3,42.5,15,3,0.45,174,44,27,10,0.6,2,0.7,12,36.4
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.5,7,36.4
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.4,4,36.4
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.4,4,36.4
3,42.5,15,3,0.45,180,45,27,10,0.6,2,0.6,7,36.4
3,42.5,15,2,0.45,222,56,33,10,0.6,2,0.45,9,36.4
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,10,36.4
3,42.5,15,2,0.45,236,59,33,10,0.6,1,1.1,11,36.4
3,42.5,18,2,0.48,196,49,35,4,0.7,1,1.5,13,36.4
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,13,36.4
3,42.5,15,2,0.45,236,59,33,10,0.6,1,1.3,9,36.4
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,6,36.4
3,42.5,18,2,0.43,273,68,44,4,0.8,1,0.6,12,36.4
3,42.5,15,2,0.45,245,61,43,5,0.8,1,1.1,15,36.4
3,42.5,18,3,0.48,146,63,30,4,0.6,1,1.5,12,36.4
3,42.5,18,2,0.45,222,56,33,10,0.6,1,1.4,5,36.4
3,42.5,18,3,0.45,181,45,28,10,0.6,1,1.6,7,36.4
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.7,12,36.4
3,42.5,15,1,0.45,258,64,39,10,0.6,1,0.8,11,36.4
3,42.5,15,2,0.41,261,65,34,10,0.6,1,1.3,11,36.4
1,42.5,15,2,0.45,222,56,33,10,0.6,1,1.6,7,36.4
1,42.5,15,3,0.45,180,60,30,5,0.8,1,2.6,6,36.4
3,42.5,15,2,0.46,252,63,45,5,0.8,1,0.5,12,36.4
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,19.4,36.4
3,42.5,15,2,0.45,210,90,43,5,0.8,1,1.2,16,36.4
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,8,36.4
3,42.5,15,2,0.45,245,61,43,5,0.8,1,1,7,36.4
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,7,36.4
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.8,14,36.4
3,42.5,15,3,0.45,169,57,28,5,0.8,1,1.4,19,36.4
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.8,15,36.4
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.8,15,36.4
3,42.5,17,2,0.45,222,56,33,10,0.6,1,1.4,7,36.4
3,42.5,17,2,0.41,261,65,34,10,0.6,1,1.4,9,36.4
3,42.5,17,2,0.45,222,56,33,10,0.6,1,1,6,36.4
3,42.5,15,2,0.45,210,90,43,5,0.8,1,0.6,14,36.4
3,42.5,17,2,0.45,240,60,43,5,0.8,3,0.6,8,36.4
3,52.5,11,3,0.45,182,25,33,10,0.6,2,0.65,10.7,36.5
3,52.5,1,3,0.45,189,47,31,10,0.5,2,0.7,6.5,36.5
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,5,36.5
3,52.5,16,3,0.45,183,46,29,10,0.6,2,1,11.8,36.5
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,5.5,36.5
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,14.3,36.5
3,52.5,4,2,0.4,290,73,43,3,0.8,2,0.2,8.2,36.5
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.45,10,36.5
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.4,10,36.5
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.5,9,36.5
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.4,5.5,36.5
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.7,11.5,36.5
3,42.5,18,2,0.45,215,54,33,4,0.6,1,1.5,10,36.5
3,42.5,15,1,0.45,256,64,38,10,0.6,1,0.8,9,36.5
1,42.5,15,2,0.45,218,55,33,5,0.8,1,1.7,9,36.5
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.4,14,36.5
3,42.5,17,2,0.45,222,56,33,10,0.6,1,1.4,13,36.5
3,42.5,18,3,0.45,188,47,28,10,0.6,1,1.5,6.5,36.5
1,42.5,15,2,0.45,240,60,35,10,0.6,1,1.7,5,36.5
3,42.5,15,2,0.4,240,60,34,5,0.8,1,1.3,16,36.5
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,16,36.5
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.8,13,36.5
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.8,7,36.5
3,42.5,17,3,0.47,167,56,29,10,0.6,1,1.6,7,36.5
3,42.5,17,2,0.45,210,90,43,5,0.8,1,0.6,14,36.5
3,42.5,17,2,0.45,231,58,34,5,0.6,1,1.4,9,36.5
3,42.5,17,2,0.45,225,75,42,5,0.8,1,0.6,14,36.5
3,52.5,16,2,0.45,228,76,42,3,0.6,2,0.75,9.6,36.6
3,52.5,17,2,0.45,215,54,33,4,0.6,1,3.5,13,36.6
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.4,10.5,36.6
3,42.5,15,2,0.45,236,59,33,10,0.6,1,3.5,12,36.6
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,7,36.6
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,12,36.6
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.1,9,36.6
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.2,10,36.6
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.1,8,36.6
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.1,17,36.6
3,42.5,18,2,0.45,231,58,33,4,0.6,1,2,13,36.6
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.1,13,36.6
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,10,36.6
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.6,12,36.6
3,42.5,18,4,0.45,156,39,25,10,0.6,1,1.7,12,36.6
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.6,7,36.6
1,42.5,15,2,0.45,240,60,35,10,0.6,1,1.8,17,36.6
3,42.5,15,2,0.45,231,58,34,10,0.6,1,1.7,16,36.6
1,42.5,15,1,0.41,279,70,40,5,0.8,1,1,15,36.6
1,42.5,15,3,0.45,188,47,28,10,0.6,1,1.8,16,36.6
1,42.5,15,3,0.45,185,62,30,5,0.8,1,1.3,10,36.6
3,42.5,15,2,0.45,210,90,43,5,0.8,1,1,15,36.6
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.4,18,36.6
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.8,9,36.6
3,42.5,15,2,0.45,230,77,43,5,0.8,1,0.8,8,36.6
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.8,9,36.6
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.3,10,36.6
3,42.5,15,2,0.45,210,90,43,5,0.8,1,1.2,14,36.6
3,42.5,15,2,0.45,210,90,43,5,0.8,1,0.8,14,36.6
3,52.5,18,2,0.45,210,52,34,10,0.6,2,0.6,15.1,36.7
3,52.5,17,3,0.45,174,44,29,10,0.6,2,0.6,13,36.7
3,52.5,18,2,0.45,208,52,35,10,0.6,2,0.8,10.6,36.7
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,8.2,36.7
3,52.5,7,2,0.45,224,56,37,10,0.5,2,0.7,6.7,36.7
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,7.1,36.7
3,52.5,17,2,0.45,244,61,42,3,0.6,2,0.6,6.9,36.7
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,5.3,36.7
3,52.5,7,2,0.45,217,54,35,10,0.7,2,0.5,13.9,36.7
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,15.2,36.7
3,52.5,18,3,0.45,181,45,30,10,0.7,2,0.5,14,36.7
3,52.5,15,3,0.45,174,44,27,10,0.6,2,0.8,10,36.7
3,52.5,15,4,0.45,156,39,25,10,0.6,1,3.5,14.5,36.7
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,4,36.7
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.75,5,36.7
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.3,15,36.7
1,42.5,15,2,0.43,241,80,43,5,0.8,1,1,8,36.7
3,42.5,17,3,0.45,181,45,28,4,0.6,1,3.5,11,36.7
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,12,36.7
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,10,36.7
3,42.5,17,2,0.45,236,59,33,4,0.6,1,1.5,13,36.7
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.4,9,36.7
3,42.5,18,2,0.45,228,57,33,4,0.6,1,1,13,36.7
3,42.5,18,2,0.45,222,56,33,4,0.6,1,1.4,15.5,36.7
1,42.5,18,2,0.45,222,56,33,10,0.6,1,1.3,8,36.7
3,42.5,15,2,0.45,231,58,34,10,0.6,1,1.4,16,36.7
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.6,13,36.7
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,6,36.7
3,42.5,15,2,0.43,283,31,35,5,0.6,1,1.5,7,36.7
3,42.5,15,2,0.45,210,90,43,5,0.8,1,0.8,9,36.7
3,42.5,17,2,0.45,202,67,33,10,0.6,1,1.4,9,36.7
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.8,8,36.7
3,42.5,17,2,0.45,225,75,43,5,0.8,1,1.4,9,36.7
3,42.5,15,2,0.45,209,69,33,5,0.8,1,1.8,9,36.7
3,42.5,17,2,0.45,210,90,43,5,0.8,1,0.8,11,36.7
3,42.5,15,2,0.41,294,74,44,5,0.8,1,0.6,9,36.7
3,52.5,13,2,0.45,203,25,36,10,0.7,2,0.6,12,36.8
3,52.5,17,2,0.45,219,55,36,10,0.6,2,0.6,8,36.8
3,52.5,3,3,0.45,185,46,30,10,0.6,2,0.5,7,36.8
3,52.5,16,3,0.45,178,44,29,10,0.6,2,0.8,10,36.8
3,52.5,7,2,0.45,213,53,36,10,0.7,2,0.7,7,36.8
3,52.5,3,2,0.45,258,64,43,3,0.7,2,1,9.5,36.8
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.3,9,36.8
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.4,8,36.8
3,42.5,15,2,0.45,222,56,33,10,0.6,1,3.5,12,36.8
3,42.5,15,3,0.46,174,44,28,10,0.6,2,0.7,10,36.8
3,42.5,15,2,0.45,222,56,33,10,0.6,2,0.6,14,36.8
3,42.5,15,2,0.45,236,59,33,10,0.6,1,0.9,13,36.8
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,12,36.8
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,13,36.8
3,42.5,15,4,0.45,156,39,25,10,0.6,1,1.2,12,36.8
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.6,14,36.8
3,42.5,17,3,0.48,140,60,30,4,0.6,1,3,7,36.8
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,10,36.8
3,42.5,18,2,0.48,196,49,35,4,0.7,1,1.5,6,36.8
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.5,7,36.8
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,16,36.8
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.3,13,36.8
3,42.5,18,3,0.45,181,45,28,10,0.6,1,1.5,10,36.8
3,42.5,18,3,0.45,181,45,28,10,0.6,1,1.5,16,36.8
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.6,7,36.8
3,42.5,15,2,0.45,215,54,33,10,0.6,1,2.3,14,36.8
1,42.5,15,2,0.41,263,66,32,5,0.8,1,1.2,8.4,36.8
3,42.5,15,2,0.45,231,58,34,10,0.6,1,1.5,11,36.8
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,8,36.8
3,42.5,15,1,0.41,265,66,42,5,0.8,1,0.7,10,36.8
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,7,36.8
3,42.5,15,3,0.45,188,47,28,10,0.6,1,1.4,12,36.8
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,7,36.8
3,42.5,17,2,0.41,244,61,32,10,0.6,1,1.4,7,36.8
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.8,8,36.8
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.8,10,36.8
3,42.5,17,2,0.45,210,90,43,5,0.8,1,0.6,13,36.8
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.8,14,36.8
3,42.5,15,2,0.45,225,75,43,5,0.8,1,1,9,36.8
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.8,14,36.8
3,42.5,17,2,0.45,240,60,43,5,0.8,3,0.6,10,36.8
3,52.5,17,3,0.5,166,42,31,10,0.6,2,0.65,13.2,36.9
3,52.5,17,2,0.45,217,54,34,10,0.6,2,0.5,12.8,36.9
3,52.5,18,2,0.45,226,56,35,10,0.5,2,0.8,15.2,36.9
3,52.5,3,2,0.45,219,55,36,10,0.7,2,0.7,6.1,36.9
3,52.5,18,3,0.45,174,44,28,10,0.6,2,1,15.2,36.9
3,52.5,18,3,0.42,183,79,34,10,0.5,2,0.8,13,36.9
3,52.5,18,2,0.45,244,61,42,3,0.6,2,0.6,13.3,36.9
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.6,8.5,36.9
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.4,8,36.9
3,42.5,15,2,0.48,179,77,35,10,0.6,1,3.5,8,36.9
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.55,12,36.9
3,42.5,15,3,0.48,140,60,30,10,0.6,1,1,14.5,36.9
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.2,16,36.9
3,42.5,18,3,0.48,140,60,30,4,0.6,1,1.5,7,36.9
1,42.5,18,2,0.43,241,80,43,5,0.8,1,1,7,36.9
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.3,11,36.9
1,42.5,15,2,0.45,211,53,33,5,0.8,1,1.6,7,36.9
3,42.5,18,3,0.45,181,45,28,10,0.6,1,1.4,13,36.9
3,42.5,18,1,0.45,256,64,38,4,0.6,1,0.9,18,36.9
3,42.5,18,1,0.45,260,65,44,5,0.8,1,0.5,6,36.9
1,42.5,18,2,0.45,203,51,34,5,0.8,1,1.8,9.5,36.9
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,14,36.9
3,42.5,15,2,0.41,265,66,42,5,0.8,1,1,15,36.9
3,42.5,15,2,0.45,231,58,34,10,0.6,1,1.4,7.3,36.9
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,6,36.9
3,42.5,15,2,0.45,294,73,49,6,0.6,1,0.6,23,36.9
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,18,36.9
3,42.5,15,2,0.45,294,73,49,6,0.6,1,0.6,7,36.9
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,7,36.9
3,42.5,15,2,0.45,209,69,33,5,0.8,1,1.4,7,36.9
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.8,16,36.9
3,42.5,17,2,0.45,225,75,43,5,0.8,1,1.2,9,36.9
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.8,9,36.9
3,52.5,17,2,0.45,219,55,36,10,0.6,2,0.6,13.5,37
3,52.5,17,3,0.45,160,53,29,10,0.7,2,0.7,12,37
3,52.5,17,3,0.45,167,56,29,10,0.7,2,0.6,11.5,37
3,52.5,11,3,0.45,185,46,30,2,0.6,2,0.95,7.5,37
3,52.5,17,3,0.45,167,56,29,10,0.7,2,0.6,11.5,37
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,16.1,37
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,13.6,37
3,52.5,18,3,0.45,171,43,29,10,0.6,2,0.6,12.2,37
3,52.5,17,2,0.45,217,54,34,10,0.6,2,0.6,9.7,37
3,52.5,16,2,0.45,184,79,36,10,0.7,2,0.75,22.8,37
3,52.5,16,3,0.45,190,48,29,10,0.6,2,1.15,7,37
3,52.5,7,2,0.42,266,67,42,3,0.6,2,0.35,11,37
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.3,9,37
3,42.5,17,4,0.45,156,39,25,4,0.6,1,4,17,37
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.4,8,37
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.4,7,37
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.4,5,37
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.4,6.5,37
3,42.5,15,3,0.45,181,45,28,10,0.6,2,0.7,8,37
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,5,37
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,7,37
